Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Hanni and Nanni 2 // Hanni und Nanni 2,No,,300000,294.0,4.9,"['Adventure', 'Drama', 'Family']",f rated,"Summer break is over and the twins return to Lindenhof, which has changed very much because Mademoiselle Bertoux has taken over while Mrs. Theobald is traveling."
Hannibal: Season 3,No,,300000,,,['Talk-Show'],,
Hap and Leonard: Season 1,No,,300000,155.0,6.4,['Documentary'],,"This video feature shows highlights from the first season on the Survivor television show. Each castaway is featured in the order they were voted off, starting with clips from their auditions to the time they give their final rema..."
Happy Birthday (2022),No,,300000,511.0,5.5,['Comedy'],minister,"Defense Minister Ritwik Sodhi passes a gun amendment bill that enables one to own a gun. This is the story of how Happy, Lucky, Max Pain, Uncle Fixit, Serena and William&apos;s stories intertwine among themselves amidst passing of the ..."
Har Kisse Ke Hisse: Kaamyaab // हर किस्से के हिस्से: कामयाब,No,,300000,4457.0,7.8,['Drama'],"reference to imdb,colon in title","Sudheer is an actor from the heyday of Bollywood. Years after his retirement, he realizes that he &apos;retired&apos; on the verge of accomplishing a unique record. He decides to come out of his retirement to complete the round figure of 500."
Hard Lessons,No,,300000,,,['Documentary'],,"How a hardscrabble shoemaker from New England defied expectations and invented the ultimate Southern California lifestyle brand: Vans. Paul Van Doren never skateboarded, surfed, snowboarded, or flipped a BMX bike, but his simple, ..."
Hard Times (2009),No,,300000,2861.0,5.9,"['Comedy', 'Crime']","cringe comedy,sexual tension,reference to pfizer,holy water,reference to the ira",The town of Kilcoulin&apos;s Leap will never be the same after a down-on-his-luck mailman botches a get-rich-quick scheme.
Haroun,Yes,2021-10-27,300000,7.0,10.0,"['Short', 'History']",commercial microsoft excel course,"Join Chris Haroun in this Super Bowl-inspired brand film, as we zip through history. From ancient Mesopotamia&apos;s stone tablets to medieval paper ledgers, to the digital era of modern computer spreadsheets and into the future."
Harte Jungs,No,,300000,4365.0,5.0,"['Comedy', 'Fantasy', 'Romance']","sexual awakening,gay,modern day adaptation,family relationships,talking to one&apos;s body part","A late bloomer, 15-year-old Flo experiences his sexual awakening, relentlessly targeting his gorgeous classmate Leonie. Flos friends eagerly try to help him out. The only problem may be Leonies boyfriend."
Hashoter Hatov: Season 1 // השוטר הטוב: עונה 1,Yes,,300000,,,,,
Hasmukh: Season 1 // हसमुख: सीज़न 1,Yes,2020-04-17,300000,,,,,
Hati Perempuan: Season 1,No,,300000,,,,,
Helios // 赤道,No,,300000,,,"['Action', 'Sci-Fi', 'Thriller']","nasa,space sci fi,commercial","When a solar flare hits the International Space Station on a collision course with Earth, it is up to Astronomer and former NASA Astronaut Jess Denver and Air Force Colonel Sam Adler to team up and save humanity."
"Hello, Privilege. It's Me, Chelsea",Yes,2019-09-13,300000,2130.0,4.9,['Documentary'],,Chelsea Handler explores explores how white privilege impacts American culture and the ways it&apos;s benefited her life and career.
Help (2021),No,,300000,,,"['Short', 'Horror']",,
Help me! Oh My Ghost: Season 1 // Help me คุณผีช่วยด้วย: ซีซั่น 1,No,,300000,,,,,
High End Yaariyan,No,,300000,1556.0,5.7,"['Comedy', 'Drama', 'Family']","high end,punjabi movie","High End Yaariyaan is a tale of 3 friends Ranjit Bawa, Jassie Gill, and Ninja who lives abroad. The story narrates how their friendship has evolved over a period of time and what all struggles they go through while living out of t..."
Hire a Woman,No,,300000,38.0,7.0,"['Comedy', 'Romance']","fake girlfriend,fake relationship,college",A young man attends a college reunion with a fake girlfriend in an attempt to make his ex jealous.
Historical Roasts: Season 1,Yes,2019-05-27,300000,1824.0,5.4,['Comedy'],guest,
Historietas Assombradas: O Filme,No,,300000,177.0,6.9,"['Animation', 'Adventure', 'Comedy']",boy,"Pepe is a 12-year-old boy who lives with his grandmother, a witch-businesswoman. After discovering that he is adopted and that his parents are alive, he decides to go out in search of them."
Hit Me Anyone One More Time! // 記憶にございません!,No,,300000,596.0,6.2,"['Comedy', 'Drama']","hospital,japanese prime minister,politician,handler,fleeing a hospital",Keisuke Kuroda (Kiichi Nakai) wakes up in a hospital bed and he is unable to remember who he is. He sneaks out of the hospital and happens to see the news on TV.
Hitam: Season 1,No,,300000,,,"['Short', 'Talk-Show']",,
Hitler's Secret Sex Life: Season 1,No,,300000,172.0,5.1,['History'],"tv mini series,adolf hitler,nazi,life of adolf hitler,reference to adolf hitler","From incest to stalking women as a youth, from masochism to murder, as he tried to hide his sexual past, this investigation delves deeper than ever before into the primal mindset of history&apos;s most destructive man."
Hocus Pocus Alfie Atkins // Hokus pokus Albert Åberg,No,,300000,244.0,6.0,"['Animation', 'Drama', 'Family']","dog,magician,f rated,imaginary friend,friendship","Seven year old Albert/Alfie has an imaginary best friend, and thinks he is old enough to get a dog. Dad doesn&apos;t agree. Will getting to know a magician help convince dad?"
Holiday Love // ホリデイラブ,No,,300000,428.0,5.6,['Comedy'],"brazil,south america,sao paulo brazil,father daughter relationship,sister sister relationship","When his oldest daughter decides to stay in South America while on a school tour, her father decides to take the rest of the family there for vacation to find out why."
Homesick // De nærmeste,No,,300000,1727.0,5.6,['Drama'],"incestuous love,halfbrother halfsister incest,brother sister reunion,half brother half sister sex,simulated oral sex",Two half-siblings who grew up apart meet for the first time as adults and fall in love.
Hometown // 홈타운,No,,300000,340.0,6.2,"['Horror', 'Mystery', 'Thriller']","investigation,social outcast,prisoner,detective,horror fiction",A mystery evil thriller which finds the truth of a recording tape containing mysterious serial killings and unidentified sounds in a small city.
Honey (2018),No,,300000,120.0,6.2,['Drama'],"prostitute,teenage prostitute,truck stop,short haired female,ontario canada",
Honey 3: Dare to Dance,No,,300000,1690.0,5.1,"['Drama', 'Music', 'Romance']","sequel,third part,dance,dance movie","A college student drops out to use her talents as a dancer in the community. She rents a failing theatre to put on a hip-hop production of &apos;Romeo and Juliet,&apos; but arguments between the cast members threaten to ruin the entire proj..."
Horrid Henry: Series 4,No,,300000,,,['Talk-Show'],,
Horrid Henry's Gross Day Out,No,2020-09-17,300000,55.0,5.8,"['Animation', 'Action', 'Adventure']",,Henry isn&apos;t well and goes out.
Hostage (2005),No,,300000,112993.0,6.5,"['Action', 'Crime', 'Drama']","child gagged,hostage,police,hostage negotiator,california",
Hostages: Season 2 // בני ערובה: עונה 2,No,,300000,,,['Comedy'],,"The launch of Season 2 is thwarted as Season 1 holds it hostage, refusing to accept the end of its tenure, not seeing Season 2 as a legitimate successor. While Dr. Wu consults with renowned negotiators to end the stalemate between..."
Hostiles (2017),No,,300000,,,,,
Hot Gimmick: Girl Meets Boy // ホットギミック ガールミーツボーイ,Yes,2019-12-28,300000,574.0,4.4,['Drama'],"apartment,japanese girl,japanese teenager,japanese teenage girl,boyfriend girlfriend relationship","Hatsumi and her family live normal lives until she is used by Ryoki who begins to bully and intimidate her. Azusa is a friend in the area and also good looking. He has the hots for Hatsumi too. They begin to go steady, but soon it..."
How About Coffee: Season 1 // 珈琲いかがでしょう: シーズン1,No,,300000,717.0,6.4,"['Comedy', 'Short']","sleep,insomnia,thirst,alarm clock,glass of water",
How do you like Wednesday?: What's up Europe? We've returned! (1999) // 水曜どうでしょう: ヨーロッパ・リベンジ プレミア版 (1999),No,,300000,,,,,
How do you like Wednesday?: Down the Yukon: Canoe Trip from Hell (2001) // 水曜どうでしょう: ユーコン160キロ ～地獄の6日間～ (2001),No,,300000,,,,,
"How do you like Wednesday?: Last Run, 1800km Down Vietnam (2002) // 水曜どうでしょう: 原付ベトナム縦断1800キロ (2002)",No,,300000,,,,,
How do you like Wednesday?: Jungle Revenge (2004) // 水曜どうでしょう: ジャングル・リベンジ (2004),No,,300000,,,,,
How do you like Wednesday?: Crazy Fishing in lriomote-jima (2005) // 水曜どうでしょう: 激闘! 西表島 (2005),No,,300000,,,,,
How do you like Wednesday?: Mission complete: we've encompassed 20 European countries (2007) // 水曜どうでしょう: ヨーロッパ20ヵ国完全制覇 完結編 プレミア版 (2007),No,,300000,,,,,
How do you like Wednesday?: Our 21st year completing our mission in 21 European countries (2020) // 水曜どうでしょう: 21年目のヨーロッパ21ヵ国完全制覇 (2020),No,,300000,,,,,
How to Live Mortgage Free with Sarah Beeny: Season 1,No,,300000,10.0,7.8,['Reality-TV'],,"Sarah and her team learn that trailers, garages, shipping containers and a lot more can be used to create stunning homes."
Hugo,No,,300000,333673.0,7.5,"['Adventure', 'Drama', 'Family']","cinema,1930s,snow adventure,3d,automaton",
I am Hope: Season 1 // Я - Надія: Season 1,No,,300000,,,['Documentary'],,"Artivist, ShakaJamal&apos;s effort to navigate a challenging year to create a first-of-its-kind youth wellness program for Oakland Unified School District where students engage in yoga and mindfulness activities transforming them into ..."
I am Jonas // Jonas,Yes,2020-03-06,300000,6863.0,7.0,"['Drama', 'Mystery', 'Romance']","gay teenager,gay interest,gay,gay kiss,teenage boy","Two moments of Jonas&apos;s life intertwine, each reflecting the other: in 1995, when he was a secretive teenager, and 18 years later, as an attractive and impulsive thirty-something looking for balance in his life."
"I am Mita, Your Housekeeper.: Season 1 // 家政婦のミタ: シーズン1",No,,300000,324.0,7.5,['Drama'],japanese drama,"Can a family hope to recover after losing their mother to suicide? Keiichi Asuda serves his wife, Nagiko divorce papers after he tells her that he intends to marry his mistress. The distraught Nagiko kills herself, leaving her fam..."
I Am U: Season 1,No,,300000,17.0,7.0,['Horror'],"mockumentary,serial killer","I AM NO ONE is a documentary film written, directed, and edited by Jason Hoover about a man named Charles Lake who moonlights as a serial killer in Chicago, IL."
I Fine... Thank You... Love You // ไอฟาย..แต๊งกิ้ว..เลิฟยู้,No,,300000,15329.0,6.4,"['Comedy', 'Crime']","womanizer,incompetence,mother in law son in law relationship,tacoma washington,murder plot","Joey Boca (Kevin Kline) owns a pizza parlor, and is married to Rosalie (Tracey Ullman). He&apos;s also a serial womanizer. Rosalie goes to extremes when she finds he has been cheating."
I Lost My Body // J'ai perdu mon corps,No,2019-11-29,300000,35861.0,7.5,"['Animation', 'Drama', 'Fantasy']","accident,fly,hand,disembodied hand,pizza delivery man",
I Want to Eat Your Pancreas // 君の膵臓をたべたい,No,,300000,22380.0,8.0,"['Animation', 'Drama', 'Family']","dying girl,friendship,hospital,fireworks,anime","A high school student discovers one of his classmates, Sakura Yamauchi, is suffering from a terminal illness. This secret brings the two together, as she lives out her final moments."
I Want to Get Married: Season 1 // عايزة أتجوز: Season 1,No,,300000,207.0,3.6,"['Comedy', 'Romance']","gay kiss,gay marriage,man wears eyeglasses,written by director,first person title","Can Paul get married in just 6 days? Paul Roll is a lovable nerd who&apos;s achieved everything he&apos;s set his mind to, except...he&apos;s never been successful at finding a man. After witnessing the marriage of his best friends--6 days befor..."
"I'm Drunk, I Love You",No,,300000,406.0,7.1,['Romance'],love,"Days before graduation, two college best friends go on one last road trip where they settle how they really feel for each other. But to put it upfront, this is not a love story."
I'm Standing on a Million Lives: Season 1 // 100万の命の上に俺は立っている: シーズン1,No,,300000,1100.0,6.4,"['Animation', 'Action', 'Adventure']","isekai,anime animation","Yotsuya Yuusuke along with his classmates Shindou Iu and Hakozaki Kusue have been transported to a strange and unknown world inhabited by mythological creatures. As soon as they arrive, they meet somebody calling himself the Game ..."
If It's Meant To Be // Nasipse Olur,No,,300000,,,['Talk-Show'],,Co-Host Allyson Murray interviews Intuitive Card Reader Crystal Farrell during the Intuitive Expo in Syracuse New York.
Il Boemo,No,,300000,444.0,6.4,"['Biography', 'Drama', 'History']","18th century,based on real people,female frontal nudity,nudity,pubic hair","Looking for work as a violinist, Josef comes into the orbit of a rich young woman. She introduces him to a hedonistic existence free from religious intolerance. Josef gets an incredible commission: to write an opera for the San Ca..."
